id,department,title,code,civil,union,hours_min,hours_max,posted,due,pay_min,pay_max,requirements,responsibilities,preferred,type,open
2875,City Manager's Office,"Project Coordinator, Office of the Housing Liaison",M921-001,FALSE,NA,NA,37.5,2022-07-06,2022-08-03,61277,76554,"A Bachelor's degree or coursework beyond the high school level is strongly preferred. Previous experience in Project Coordination and Administration. Knowledge of Cambridge preferred. 
Required Knowledge, Skills, and Abilities:
Proficient in Microsoft Office Suite required, especially Outlook, Excel, and Word. 
Must be detail-oriented and maintain a high degree of accuracy in assigned tasks and projects
Ability to write business correspondence and proofread the work of self and others with high degree of accuracy
Ability to multi-task efficiently and be flexible
Ability to communicate effectively, patiently, and courteously with a diverse population
Ability to follow oral and/or written instructions quickly and thoroughly
Ability to organize work, set priorities, use time effectively, work independently, and meet deadlines
Ability to analyze and creatively solve problems related to the position in a positive manner
Commitment to working as part of a diverse team and ability to work in collaboration and independently.","Under the general supervision of the Housing Liaison, the Project Coordinator will provide overall project support including logistical, administrative, and technical assistance for projects and initiatives of the Office of the Housing Liaison. The Project Coordinator will also work to support initiatives that are in collaboration with the Department of Human Service Programs' (DHSP) Multi Service Center and other city wide and intradepartmental activities.
The Project Coordinator will play a key role in supporting the Housing Liaison Office to initiate and implement projects and strategies that advance the city's goal of addressing and responding to the housing crisis in Cambridge.
The ideal candidate will have excellent administrative, operations and system development, data monitoring and communication skills. In addition, the candidate will have research and program implementation experience.
Duties and responsibilities include but are not limited to the following:
Provide high level project support to the Housing Liaison and, as needed and appropriate to the Director of the Multi Service Center.
Work with the Housing Liaison and Housing Liaison staff to develop tracking and monitoring systems for direct service interactions and interventions.
Coordinate and provide technical support for virtual trainings and presentations including but not limited to activities and events of the Housed IN Cambridge Campaign.
Coordinate and monitor special resource distribution programs including but not limited to the Housing Stabilization Fund, and the Home Essentials for Newly Housed Residents Project.
Coordinate and maintain the Housing Liaison web page on the City's website.
Work with the Housing Liaison to design and develop housing information and resource materials and ensure all information and materials are translated and accessible to all city residents.
Assist the Housing Liaison with researching policies and practices that may inform and advance the city's housing goals.
Engage and Participate in all Anti-Racism, Diversity, Equity and Inclusion Initiatives and opportunities in the City.
Assist with reports as needed.
Attend meetings, trainings, outreach activities and other events as needed and appropriate.
Perform other duties as required.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",NA,salary,FALSE
2846,Community Development Department,Construction Manager,M599-719,FALSE,NA,NA,37.5,2022-05-20,2022-06-20,82704,109297,"The Construction Manager should be a self-motivated, detail-oriented professional who is ready to work as part of a team in a fast-paced office environment to provide construction and rehab expertise needed to assist with the full range of the City's affordable housing programs. We seek candidates with a strong commitment to equity and respect, both in the provision of services and in the workplace.
Minimum of 10 years demonstrated experience with construction and rehabilitation of affordable housing, or equivalent combination of education, training, and professional experience. A Bachelor's degree in construction management, project management or a related field may be substituted for 3 years of experience, a Master's degree for an additional 2 years of experience.
Experience developing construction and rehab scopes of work, drafting of construction specifications, plan reading, and cost estimating; ability to prepare written standards for residential construction and rehabilitation.
Experience in construction management, bid negotiating, and oversight of general contractors and/or sub-contractors.
Comprehensive knowledge of State building code.
Knowledge of the availability, quality, and sustainability of materials used in residential construction and rehab.
Ability to inspect occupied housing units using HUD Housing Quality Standards and/or other housing condition requirements; familiarity with HUD Housing Quality Standards, State Sanitary Code, and other housing condition requirements.
Ability to understand, interpret, summarize, and communicate City and program policies and guidelines to project sponsors and contractors.
Good judgement; superior customer service skills, excellent interpersonal, presentation, and communication skills (written and oral).
Excellent organizational, time management, and project management skills; ability to set priorities and to work independently and efficiently to manage multiple responsibilities and meet deadlines in a fast-paced office environment.
Ability to work collaboratively and proactively as a team player to achieve team goals.
Ability to understand and interpret program policies and guidelines; ability to explain complex information to other staff, partners, residents and in public settings.
Access to reliable transportation for travel to buildings and sites that are in review and/or under construction.
Strong computer skills with essential software (Word, Excel, Outlook).
The City of Cambridge's workforce, like the community it serves, is diverse; Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies; Commitment to working in a community that values diversity and experience working with diverse community groups.
Preferred:
Experience with Housing Developer Pro and/or other construction management software.
Experience with sustainable building approaches.
Massachusetts Construction Supervisor license.
Experience with and/or certification or accreditation with Passive House (PHIUS).
Experience with USGBC LEED rating and/or LEED AP accreditation.
Proficiency in Amharic, Haitian Creole, Portuguese and/or Spanish.","The Community Development Department (CDD) is the planning agency for the City of Cambridge. Encompassing the Housing, Economic Development, Community Planning, Zoning and Development, and Environmental and Transportation Planning divisions, CDD's mission is to foster a livable, sustainable, just, and equitable community. CDD engages and collaborates with community partners, other government agencies, and residents to make Cambridge a desirable place to live, work, learn, play, and innovate.
Under the supervision of the Housing Director, the Construction Manager works with City staff and affordable housing providers and managers to ensure affordable housing units assisted by the City are built according to approved plans, meet relevant building and safety codes and City standards, and will inspect housing for compliance with applicant housing quality standards. The Construction Manager will work closely with other CDD staff, other City departments, non-profit and private housing organizations, and the Cambridge Housing Authority.
Primary responsibilities include:
Overseeing/managing the construction and/or rehabilitation of affordable housing by providing regular monitoring of construction work in progress on City-assisted affordable housing ranging from single-unit rehabilitation to large new construction projects, inspecting City-funded housing operated by non-profit and private affordable housing providers, and approving progress payments for completed work, case and project completions.
Conducting property evaluations and inspections of City-assisted housing and/or potential opportunities to add housing the affordable housing stock.
Preparing construction cost estimates and feasibility analyses.
Working with CDD staff and affordable housing providers to develop and review construction scope and estimates, reviews construction plans, specifications, cost estimates, and bids on City-assisted housing and City-funded home improvement program for eligible owners.
Working with project teams to develop solutions to building, construction, and rehabilitation challenges.
Evaluating and inspecting condition of City-assisted affordable housing; working with housing providers and contractors to ensure City and HUD standards are met and records are kept.
Works with residents and other CDD, City and staff from affordable housing providers to respond to concerns about conditions of City-assisted affordable housing.
Performs other duties as requested.
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",NA,salary,FALSE
2845,Community Development Department,Economic Development Specialist,M592-716,FALSE,NA,NA,37.5,2022-05-20,2022-06-20,81160,107753,"The Economic Development Specialist should be a self-motivated, detail-oriented professional who is ready to work as part of a team to support Cambridge's diverse businesses and creating economic opportunities for its residents. We seek candidates with a strong commitment to equity and respect, both in the provision of services and in the workplace.
Bachelor's degree with 7 years of experience in planning, public policy, public administration, or similar professional experience. A Master's Degree in planning, public policy, public administration, or closely related field, may be substituted for 2 years of experience.
Strong community engagement and consensus-building experience, especially involving stakeholders from diverse backgrounds and with diverse interests and opinions; demonstrated ability to relate to the public and co-workers in a positive manner.
Excellent presentation and communication skills, both written and oral.
Ability to communicate with a diverse range of Department staff, other City employees, volunteer board/committee members, elected officials, and members of the public in a courteous and professional manner.
Ability to develop, research, analyze, interpret, and communicate written program guidance, requirements, and regulations.
Strong project management and consultant management skills; strong organizational and time management skills.
High level of motivation and detail-oriented skills; ability to research and evaluate information for use in analysis and planning.
A genuine desire to study challenging and current issues in economic and community development.
Overall computer proficiency including general office applications (Microsoft Office suite) and advanced applications (e.g., Adobe Acrobat, CRM).
Ability to prioritize workloads, multitask and meet deadlines while working in a fast-paced environment.
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","The Community Development Department (CDD) is the planning agency for the City of Cambridge. Encompassing the Economic Development, Housing, Community Planning, Zoning & Development, and Environmental & Transportation Planning divisions, CDD's mission is to foster a livable, sustainable, just, and equitable community. CDD engages and collaborates with community partners, other government agencies, businesses, and residents to make Cambridge a desirable place to live, work, learn, play, and innovate.
The City of Cambridge cares deeply about supporting small businesses and entrepreneurship and providing economic opportunity to its residents. Under the direction of the Director of Economic Development, the Economic Development Specialist is responsible for the development of initiatives aimed at small business, retail, clean technology, biotechnology retention and expansion. The Specialist will work closely with staff to advance efforts to support businesses of all types, and will work regularly with business owners, residents, and startups.
Primary responsibilities include:
Managing the Division's Community Development Block Grant (CDBG) funded programs, including, but not limited to: Small Business Enhancement, Small Business Coaching, Entrepreneurship Assistance, and other programs. This work includes conducting outreach and working with sub-recipient contractors and businesses to carry out programs and grant funds.
Ensuring regular communication with current and potential CDBG program clients; respond appropriately to issues.
Compiling and analyzing CDBG program data to assess outcomes relative to program goals; use participant feedback to improve programs.
Implementing the recommendations from the City's new Circular Economy Report, including developing initiatives to support circular, sustainable business models.
Providing one-on-one counseling with entrepreneurs and small business owners interested in starting or growing their businesses.
Conducting research and industry analysis regarding the Cambridge economy including commercial district market profiles, Top 25 Employer data, Life Science companies, employment, and other local and national economic trends.
Providing support for other division initiatives and perform other duties as required.
Performing other duties as required.
Reasonable accommodations may be made to enable individuals with disabilities","Familiarity and/or working knowledge of Community Development Block Grant programs.
Knowledge of Cambridge community.",salary,FALSE
2827,"Traffic, Parking and Transportation Department",Technology Project Manager (Two Positions),"M553-701, M553-702",FALSE,NA,NA,8,2022-04-26,2022-05-24,90821,102114,"Three (3) to five (5) years of experience performing the role of project management and/or business analyst
Bachelor's degree in Information Technology or related field, or equivalent combination of education, experience, and training.
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, languages, backgrounds, and ideologies.
REQUIRED KNOWLEDGE, SKILLS, AND ABILITIES:
Demonstrated knowledge of, and experience with, computers and information technology applications, including word processing, spreadsheets, and databases. Experience with project management tools, GIS, and/or online/mobile application development desirable.
Demonstrated ability to work with limited direct supervision and accurately and completely perform assigned duties in a timely and professional manner.
Self-motivated with superior organizational skills.
Ability to maintain discretion and confidentiality with sensitive information.
Strong problem-solving and decision-making experience.
Demonstrated ability to prepare and analyze data and recommend changes based on this analysis.
Ability to establish and maintain effective working relationships with other City staff both within and outside the Department.
Ability to effectively interface with customers and the general public.
Demonstrated ability to communicate effectively using verbal, visual, and written means.
Experience working with a diverse range of people including citizens, staff, and City personnel.
Financial management experience desirable.
Communication and/or graphic design experience desirable.
Knowledge of Cambridge desirable.","These positions will be responsible for the detailed management of a range of ongoing and special projects throughout the Department, with a focus on improving the use of technology. Under the direction of the Fiscal, Administrative, and Technology Manager, the successful candidates must have the ability to work with cross functional teams, manage and communicate project status, and direct/guide project team members to ensure successful project outcomes. The positions will lead the detailed management and implementation of technology projects to support improvements in customer service, operational efficiency, and overall productivity. The successful candidates will analyze ongoing and new business processes, develop, and implement both strategic and tactical recommendations for improvements, and facilitate department-wide benchmarking and performance measurement efforts. The successful candidates will also assist in managing the Department's surveillance technology ordinance projects, Geographic Information System (GIS) data, asset management systems, ongoing web strategies, and will coordinate with other key City departments on technology initiatives.
Core responsibilities of these positions include the following:
Manage the planning, development, and implementation of both ongoing and special projects, including cross- and inter-departmental initiatives. Examples of potential projects include, but are not limited to, improving parking payment through the use of technology, enhancing customer communications channels, and expanding operations management technologies.
Coordinate implementation of the Department's components of City enterprise technology projects including Customer Relations Management, online permitting, work order management, customer communication, and other applications.
Coordinate with the City's Information Technology Department on new technology initiatives, ongoing web strategies, GIS, and general IT issues.
Assist with the Department's benchmarking and goals tracking programs.
Facilitate scope definition of multiple software development projects in collaboration with senior management.
Work with department teams to help define/document processes for streamlining the adoption and use of technology.
Track and monitor the progress of project activities; report status, risks, issues; recommend adjustments to ensure the successful completion of projects.
Understand and analyze the impacts of new technologies that are being used in transportation, including autonomous vehicles, advanced sensors, new traffic control devices, and communications technologies. Based on this analysis, prepare policy, operational, financial, and technological recommendations for how to anticipate, shape, and respond to these new technologies.
Work as part of a team of support professionals to deliver excellent technical/non-technical support with outstanding customer service, satisfaction, and timeliness in resolving issues.
Provide oversight to interns and/or technology vendors as needed.
Perform other technology project management duties as assigned.
Additional responsibilities could include the following, based on the selected candidate's skills and experience:
Create electronic presentation materials, including graphics, maps, and data charts.
Assist in the management and oversight of the Department's technology devices.
Develop and execute general project management strategies for all major Departmental efforts, including standardizing the development and tracking of project schedules and budgets.
Analyze data and create reports using MS Excel and Access, as well as other business intelligence tools.
Support the Department's participation in the City's Socrata open data portal.
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,salary,FALSE
2858,Inspectional Services Department,Zoning and Building Associate,I248-001,TRUE,Area Trades Council,NA,37.5,2022-06-15,2022-07-13,30.61000000000003,38.06,"Bachelor's degree in architecture, urban planning, legal studies or related field, or equivalent combination of education, training, and experience, and at least 2 years related work experience, preferably with a municipal zoning entity.
 Experience with the interpretation and application of zoning laws, zoning overlay districts and an understanding of current municipal issues and trends
Ability to read and comprehend building plans and property site plans
Superior customer service skills, excellent written and oral communication skills, excellent organizational and time management skills; strong computer skills including demonstrated proficiency with essential software (Microsoft Office Suite, Zoom, Adobe InDesign)
Ability to communicate with a diverse range of Department staff, other City employees, and members of the public in a courteous and professional manner
Demonstrated ability to manage multiple responsibilities, tasks, and interactions while remaining organized in a fast-paced office environment
Ability to learn new regulations, new technologies and systems, new software
Ability to set priorities and to work independently and efficiently to manage individual responsibilities, as well as work collaboratively in a team environment
Ability to manage multiple responsibilities, tasks, and interactions in a fast-paced office environment while remaining attentive to accuracy of work
Preferred:
Knowledge of City of Cambridge Zoning Ordinance
Experience with permitting software (Energov and Viewpoint)
Experience with property research, data aggregation and analysis, including related software (Python, ArcGIS, QGIS)
Knowledge of the Cambridge community
Proficiency in Mandarin, Portuguese, or Spanish","The Inspectional Services Department is responsible for implementation of the State Building Code and City of Cambridge Zoning Ordinance. Under the general supervision of the Commissioner/lnspectional Services and Assistant Commissioner/lnspectional Services, the selected candidate should be a self-motivated, detail-oriented professional who will provide building-related services to Cambridge residents and assist the department's mission to implement zoning and building codes. Specific duties include but are not limited to the following:
Respond to public inquiries about the Cambridge Zoning Ordinance and explain the zoning ordinance to residents and design professionals
Review building plans and permit applications for conformance with the Cambridge Zoning
Ordinance
Assist with the processing of building permit applications as assigned by supervisor
Conduct regular field investigation and measurements to assess conformance of construction projects with approved plans and the Cambridge Zoning Ordinance
Answer questions from the public regarding permitting processes
Compile, report, and analyze data on existing and pending permits
Research property history and code history as assigned by supervisor
Investigate and respond to complaints related to Cambridge Zoning Ordinance compliance
Assist with the creation of instructive materials for regulations, ordinances, and business processes under the department's purview
Assist with general public counter and record room inquiries
Organize departmental digital and paper files and archives as needed
Assist with special projects in the department and other duties as assigned by supervisor
Attend Board of Zoning Appeal evening meetings
Performs related duties as required
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,wage,FALSE
2903,Emergency Communications Department,Assistant Director of Public Safety Information Technology (PSIT),M129-702,FALSE,NA,NA,37.5,2022-08-09,2022-08-30,130010,150412,"Bachelor of Science degree in Computer Science or equivalent work experience preferred.
Must have five (5) years of IT management experience.
Experience working in large diverse organizations required. Experience in public sector organizations preferred.
A broad knowledge of systems, applications, and operating systems gained through progressive experience in diverse technical roles. 
Familiarity with CJIS Compliance preferred.
Strong verbal and written communication skills are required.
Strong project management skills required.
Demonstrated experience managing and implementing cross-departmental complex technical projects related to public safety following the system development lifecycle.
Demonstrated experience with formal project management processes including requirements gathering, meeting minutes and action items, RFP creation, and systems implementation.
Strongly versed in a variety of hardware and software solutions and a high degree of comfort and experience in mixed vendor environments.
Demonstrated experience of data-center network architectures, high-availability, redundancy protocols, cloud networking, virtualization, TCP/IP networking, servers, virtual machines, load-balancing, and disaster recovery
Demonstrated experience with design, development, and maintenance of enterprise applications and databases both cloud and on-premises. 
Experience supporting Public Safety IT systems and services preferred.
Deep understanding of current and emerging technologies and information technology solutions and how organizations (e.g., municipalities) are using them to drive results and benefits
Proven track record in setting goals, developing, and implementing IT systems
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.","ESSENTIAL DUTIES AND RESPONSIBILITIES: The City of Cambridge is seeking a seasoned IT professional to join the senior leadership team within the Emergency Communications Department (ECD). Working at the direction of the Deputy of PSIT, the Assistant Director of PSIT is responsible for overseeing a team of professionals tasked with supporting the day-to-day operations as well as managing innovation projects to improve IT systems and services provided to Police, Fire, and Emergency Communications Departments. With an operating budget of $1.5 million, Capital budget of $9.5 million and 15 full-time employees, PSIT provides full operation 24 hours a day technology services to over 700 Public Safety users across 15 public safety facilities. PSIT manages the Motorola Radio Network spanning 11 radio sites within the city providing service citywide and to the Cambridge Health Alliance operations. PSIT manages 5 data centers and the fiber optic network that links all public safety locations. PSIT also manages the wireless carrier service providers citywide. The Assistant Director of PSIT uses judgment in identifying issues, analyzing proposed solutions, and developing recommendations which support management decisions, the City's mission, and the best interest of City employees. Specific duties include but are not limited to the following:
Develop a team that is responsive, service-oriented, innovative, collaborative, and efficient.
Manage the Project Portfolio for all public safety technology projects and initiatives.
Performs business analysis activities as necessary to facilitate projects and technology services.
Ensures the consistency and maintainability of existing systems by creating, maintaining, and enforcing standards/procedures for implementing technical solutions.
Produces detailed timeline and organizational communication for each project and implements effective project control by monitoring, managing, and reporting the status.
Performs system verification and validation to ensure systems support operational needs.
Manage support agreements and participate in the annual budget process
Oversees the ongoing development and maintenance of enterprise systems supporting public safety.
Define, implement, and enforce policies and procedures to ensure compliance (e.g., CJIS, HIPAA). 
Develop a sense of team throughout the public safety departments, and promote a high level of customer service, collaboration, and performance among all work groups.
Clearly articulate City and PSIT goals, objectives, and priorities throughout the public safety department.,
Build strong working relationships between public safety departments, and other departments, to establish partnerships and achieve mutual goals.
Assess requirements from a citywide perspective to maximize use and investment in technologies. Serve as a resource that departments can rely on for emerging technology advice.
Other duties as assigned.
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,salary,FALSE
2659,Emergency Communications Department,Network Manager,M701-702,FALSE,NA,NA,37.5,2021-11-17,2021-12-15,115289,126582,"Bachelor's degree in Information Technology or equivalent combination of education, experience, and training required. Master's in Computer Science preferred.
At least three (3) years of experience performing network administration or network engineering duties in a mid to large organization.
High Degree of proficiency implementing LAN/WAN switches routers.
Experience with providing 7x24x365 Network Support.
Experience with LAN/WAN optimization and monitoring tools.
Excellent Communication and Organizational Skills
Self-Motivated, ability to work with minimal supervision.
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.
KNOWLEDGE, SKILLS, AND ABILITIES:
Knowledge and experience working with various technologies including, but not limited to:
Hands-on: switches (Juniper), routers, firewalls (Palo Alto), and load balancers.
Network Engineer design, installation, management, and monitoring including wireless.
Networking technologies and protocols, not limited to RADIUS authentication, disaster recovery planning, high availability design and implementation, QoS.
Installation of network monitoring tools (WhatsUp Gold) and automated alert notifications.
Microsoft-based LAN/WAN network services (DHCP, DNS, RADIUS, Active Directory)
Data circuit sizing and procurement
Microsoft 365 & Azure Virtualization & Cloud technologies
Supporting VoIP
Contract negotiation and vendor management
Familiar with current technology and industry trends
Ability to work flexible schedule to accommodate maintenance windows during non-peak hours.
Ability to select and apply industry standard best practices.
Experience setting up and supporting VPN Connectivity to Azure & ExpressRoute to Azure desirable
Familiar with Azure: VNET Peering, NSG administration, Load Balancer, App Gateway & Traffic Manager desirable
Technical certifications desirable: Juniper, Palo Alto, Azure
Security certificates desirable: ISC2 CISSP, ISACA CISM and EC-Council CEH.
ITIL and ITSM certifications desirable","The Network Manager is responsible for the Information Security and Infrastructure Management for Public Safety IT (PSIT). It involves the following: network support, service management, incident management, outage reporting, configuration management, and change management, as they apply to the city’s public safety system infrastructure. The incumbent is also responsible for making independent decisions within the context of representative duties and primary job focus and scope. Working at the direction of the Assistant Director of Public Safety Information Technology and/or Director of Emergency Communications Department (ECD) and 911 all supervisory positions are responsible for overseeing a team of one or more information technology professionals. Supervisors use judgment in identifying issues, analyzing proposed solutions, and developing recommendations which support management decisions, the City’s mission, and the best interest of end users.
Ensures best practices and security requirements are employed for the configuration of all network related technology and services under their supervision.
Responsible for performing and overseeing network: design, implementation, engineering, virtualization, and support services for on premise and cloud data centers.
Ensuring vendor contracts and statements of work include appropriate scope, SLAs, and have adequate language to protect the interests of the Police, Fire, and Emergency Communications Departments.
Responsible for images, configurations, and firmware upgrades for all network devices.
Participate in the planning, coordinating and setup for special events, command posts and significant emergencies within the City and with other regional cities and towns.
Primary supervisory responsibilities include direct report motivation, coaching, creation of individual development plans, and accountability for the ongoing success of projects and the service lifecycle.
Understand and adhere to City and PSIT standards, policies, and procedures.
Ensure successful design, planning, and installation including network diagrams and monitoring.
Additional duties as assigned. 
Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.",NA,salary,FALSE
2870,Human Service Programs,Personnel Administrator,M768-701,FALSE,NA,NA,37.5,2022-06-29,2022-07-28,84540,106813,"Education and Experience
Five years personnel/payroll experience and a bachelor's degree in related field or equivalent combination of education, training, and experience.
Experience working within a diverse workforce.
Knowledge, Skills, and Abilities
Excellent communication and interpersonal skills with solid customer service orientation.
Strong organizational skills.
Proficiency in personal computer skills such as Microsoft Office Suite.
Ability to handle confidential information discreetly.
Proven ability to manage shifting priorities, multiple projects and meet multiple deadlines.
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.
Knowledge of People Soft HR.
Supervisory experience preferred.","Reporting to and working collaboratively with the Assistant Director for Administration and other team members, the Personnel Administrator is responsible for the day-to-day management of the personnel/payroll system for the Department of Human Service Programs (DHSP).
DHSP creates and coordinates services that enhance the quality of life for Cambridge residents. Driven by the needs of residents, the department's extensive services and programs touch almost every sector in the city: from newborns to senior citizens, from school-aged children to homeless families, from non-profit organizations to local employers. DHSP employs a diverse workforce and works with the Community Engagement Team and community partners to bring information about services to the community and to inform the Department about the community's needs. DHSP focuses on equitably serving Cambridge's diverse community and increasing access to programs and services, particularly to low-income individuals and families. 
The City of Cambridge is committed to building and supporting a municipal workforce that reflects the diversity of the residents it serves and to maintaining a work environment where all employees can thrive. The city has a long-standing record of nondiscrimination in employment and providing equal opportunity without regard to race, color, sex, religion, creed, national origin, ancestry, sexual orientation, disability, veteran's status, marital status, or age. 
Duties and responsibilities include but are not limited to the following:
Oversee the inputting, editing and check distribution of a weekly $450,000 payroll.
Process benefits, payroll, and personnel transactions for DHSP.
Supervise and provide support to DHSP Personnel staff
Review job descriptions, open vacancies, send jobs forward for posting.
Oversee the receipt and distribution of resumes coming into the department, including internal bid forms.
Provide Department overview and benefit orientation to all new full-time DHSP employees.
Answer and explain City and Department Personnel policy questions to all employees.
Review and process employee tuition assistance and book reimbursement requests for the Department.
Complete appropriate Worker's Compensation forms and report employee accidents/injuries to the Worker's Compensation Specialist at City Hall.
Work collaboratively with other City departments, including Personnel and Payroll.
Participate in DHSP annual budget process.
Actively engage and support the Department's Race and Equity Initiative.
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,salary,FALSE
2803,Equity & Inclusion,Project Assistant,M491-701,FALSE,NA,NA,25,2022-03-24,2022-04-21,21.17,26.31000000000003,"Education and Experience
Bachelor's degree in related field or equivalent combination of education, training, and/or experience;
Minimum 2-3 years professional office experience providing complex administrative support;
Knowledge, Skills and Abilities
Evidence of a basic understanding of issues related to racial, religious, cultural, socioeconomic status, gender expression, and sexual orientation; evidence of basic knowledge, skills, awareness of, and commitment to, contemporary issues of social justice, diversity, and access.
Experience managing and coordinating project responsibilities;
Ability to maintain and compile accurate and detailed records and reports; strong attention to detail, particularly in preparation of written reports;
Ability to multi-task while remaining organized, and taking initiative in anticipating, starting, and completing tasks;
Ability to work professionally, accurately, and efficiently with minimal direction and in a timely fashion;
Ability to follow written and oral instructions accurately and completely;
Excellent interpersonal and customer service skills are essential, including the ability to maintain tactfulness, composure, confidentiality, and discretion in interactions with people of diverse backgrounds;
Ability to work proactively, collaboratively, productively, and seamlessly with other City staff;
Ability to demonstrate maturity, sensitivity, a proactive approach to problem solving and objective decision-making skills;
Excellent oral and written communication skills; ability to proofread typed material for grammatical and spelling errors, as well as completeness;
Demonstrated proficiency with MS Office Suite (primarily Outlook, Word, and Excel);
Exceptional office management and organizational skills;
The City of Cambridge's workforce, like the community it serves, is diverse, and candidates must demonstrate the knowledge and the ability to work effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.
Administrative experience in diversity and inclusion work and inter-group relations.
Experience working in the public sector and knowledge of the Cambridge community a plus.","The City of Cambridge is committed to building and supporting a municipal workforce that reflects the diversity of the residents it serves, and to advancing a workforce culture of antiracism, diversity, equity and inclusion (ADEI). The Office of Equity and Inclusion (OEI), which guides, promotes and advances the City's ADEI, access and opportunity efforts, seeks a dynamic individual to provide day-to-day, high-level administrative and professional support to its Director for a variety of office functions and projects. The ideal candidate will perform administrative duties requiring a high degree of confidentiality, exceptional customer service, interpersonal and prioritizing skills, sound decision-making and problem-solving abilities. The successful candidate will also be required to demonstrate a commitment to helping the City achieve its ADEI goals. The specific duties of the Project Assistant include but are not limited to the following:
Responsible for OEI's efficient and daily administrative operation, including maintaining Outlook calendars, scheduling, and organizing meetings, ordering supplies, handling incoming and outgoing email and postal communications, maintaining document filing, and performing other tasks as directed;
Provide excellent customer service and serve as a resource for staff and residents;
Compose correspondence and other documents from generalized instructions;
Input information into a computer; conduct research and compile data as necessary;
Help develop, implement, and provide support to OEI's Director as directed and needed with ongoing DEI initiatives and programs including, but not limited to, event planning and management, organizing and coordinating workshops and trainings, preparing and breaking down meeting spaces;
Assist with outreach/recruitment efforts including recruitment campaigns for Police and Fire applicants.
Represent OEI at both onsite and offsite events, and at times in the absence of its Director, when requested.
Perform other duties as assigned by the Director or as situations or special projects dictate.
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,wage,FALSE
2879,City Manager's Office,Executive Assistant to the City Manager,M070-701,FALSE,NA,NA,37.5,2022-07-18,2022-08-17,84540,99824,"Experience
Five (5) years of progressively responsible administrative and office management experience.
Knowledge, Skills, and Abilities
Strong interpersonal and customer service skills.
Strong written and verbal communication skills.
Exceptional organizational skills. Able to work independently, manage competing priorities in a busy work environment under tight deadlines.
Proficiency with a variety of computer software typical to professional office environment.
Flexible and responsive approach to changing workplace demands and business needs.
Demonstrates sound decision-making and problem-solving abilities.
Deep sense of humility, curiosity, and learning orientation.
High ethical standards and personal integrity
The City of Cambridge's workforce, like the community it serves, is diverse. Applicants must have the ability to work and interact effectively with individuals and groups with a variety of identities, cultures, backgrounds, and ideologies.
Knowledge of Cambridge preferred.","As Cambridge's Chief Executive Officer, the City Manager supervises all City Departments, recommends policies and programs to the City Council, and implements Council legislation. The City Manager's Office collaborates with the Council and departments on the shared mission to improve quality of life for everyone in the Cambridge community.
The Executive Assistant is a key administrative leader in the City Manager's Office. The Executive Assistant coordinates a variety of office and staff functions with the goal of providing efficient operations and excellent customer service. As a new City Manager takes office in September, the Executive Assistant will play an important role in the leadership transition process.
Provides efficient daily administration of the Executive Office, including managing other administrative staff, maintaining schedules, planning meetings and events, assisting in project work, managing communications, fiscal administration, and payroll.
Coordinates the administrative aspects of the City Manager's participation in all City Council meetings. Responsible for the compilation of the City Manager's agenda and related material. Coordinates closely with City Departments, the City Clerk, and Council Office.
Ensures that the City Manager's Office and other departments provides excellent customer service. Manages the workflow related to service requests. Provides direct customer service by answering phones, emails, and work orders and by assisting in-person customers.
Performs all administrative duties in a manner that upholds confidentiality.
Perform other related duties as assigned.
Reasonable accommodations may be made to enable individuals with disabilities to perform essential functions.",NA,salary,FALSE
